year,mgmtArea,frmSz,attr,adultMove,dmm,pK,pIncr,abund,totBM,amtCaught,bmCaught,bmDiff,cBmDiff,mgmt
91,0.4,2,10,10,0.5,18277.21283,10,117517.5386,629921.0795,2420.160371,18270.82897,185498.1607,-43371.33463,OpenAccess
91,0.4,5,10,10,0.5,18277.21283,10,115798.6601,618076.4726,2631.350989,18865.63185,173653.5538,-42776.53175,OpenAccess
91,0.4,10,10,10,0.5,18277.21283,10,113050.0918,600913.9453,2955.22841,18155.44994,156491.0265,-43486.71366,OpenAccess
91,0.5,2,10,10,0.5,18277.21283,10,126716.1384,700448.086,2203.997814,17088.33268,256025.1672,-44553.83092,OpenAccess
91,0.5,5,10,10,0.5,18277.21283,10,125061.8713,688114.3136,2399.780444,18044.36002,243691.3947,-43597.80358,OpenAccess
91,0.5,10,10,10,0.5,18277.21283,10,123879.7136,681763.3261,2524.528914,16414.44325,237340.4073,-45227.72035,OpenAccess
91,0.6,2,10,10,0.5,18277.21283,10,134621.6955,763327.2188,1999.419188,15880.16174,318904.3,-45762.00186,OpenAccess
91,0.6,5,10,10,0.5,18277.21283,10,134088.0981,759489.3682,2049.471139,15933.36982,315066.4494,-45708.79378,OpenAccess
91,0.6,10,10,10,0.5,18277.21283,10,132511.6939,749497.5802,2208.719009,14917.21755,305074.6614,-46724.94605,OpenAccess
92,0.1,2,10,10,0.5,18277.21283,10,72300.25838,328774.585,3321.201358,21576.5502,-115117.6084,-40018.92184,OpenAccess
92,0.1,5,10,10,0.5,18277.21283,10,69051.10473,311414.8495,3486.949505,21197.57774,-132477.3439,-40397.89431,OpenAccess
92,0.1,10,10,10,0.5,18277.21283,10,66770.47885,299895.2266,3525.710024,20956.33857,-143996.9668,-40639.13347,OpenAccess
92,0.2,2,10,10,0.5,18277.21283,10,90106.85681,437870.1034,3150.210307,22287.84421,-6022.090039,-39307.62784,OpenAccess
92,0.2,5,10,10,0.5,18277.21283,10,88279.4877,428449.4493,3350.730438,21019.20601,-15442.74406,-40576.26604,OpenAccess
92,0.2,10,10,10,0.5,18277.21283,10,83553.0465,400699.9018,3649.043432,21236.01502,-43192.29163,-40359.45703,OpenAccess
92,0.3,2,10,10,0.5,18277.21283,10,103235.319,526070.2589,2974.936509,22162.43501,82178.0655,-39433.03704,OpenAccess
92,0.3,5,10,10,0.5,18277.21283,10,104371.4827,536074.6485,2922.038617,19590.06697,92182.45506,-42005.40508,OpenAccess
92,0.3,10,10,10,0.5,18277.21283,10,99261.00646,503801.4466,3425.793257,20145.71448,59909.25317,-41449.75757,OpenAccess
92,0.4,2,10,10,0.5,18277.21283,10,117573.0986,630367.1139,2417.470369,18215.21345,186474.9205,-43380.2586,OpenAccess
92,0.4,5,10,10,0.5,18277.21283,10,115860.3473,618553.1341,2645.037814,18874.9973,174660.9407,-42720.47474,OpenAccess
92,0.4,10,10,10,0.5,18277.21283,10,113132.4802,601515.703,3011.036293,18318.406,157623.5097,-43277.06605,OpenAccess
92,0.5,2,10,10,0.5,18277.21283,10,126781.4638,700990.9429,2205.077473,17025.41139,257098.7495,-44570.06066,OpenAccess
92,0.5,5,10,10,0.5,18277.21283,10,125137.6608,688695.3092,2429.56164,18050.28288,244803.1158,-43545.18917,OpenAccess
92,0.5,10,10,10,0.5,18277.21283,10,124001.4492,682584.2682,2656.999993,16717.61314,238692.0748,-44877.85891,OpenAccess
92,0.6,2,10,10,0.5,18277.21283,10,134694.3617,763956.9722,1997.158165,15783.93718,320064.7789,-45811.53487,OpenAccess
92,0.6,5,10,10,0.5,18277.21283,10,134174.659,760156.6155,2083.053445,15860.62311,316264.4221,-45734.84893,OpenAccess
92,0.6,10,10,10,0.5,18277.21283,10,132666.14,750464.8701,2395.660957,15206.16649,306572.6767,-46389.30556,OpenAccess
93,0.1,2,10,10,0.5,18277.21283,10,72336.62172,328995.2916,3316.467042,21549.39295,-114382.0408,-40000.7948,OpenAccess
93,0.1,5,10,10,0.5,18277.21283,10,69091.41625,311652.8529,3481.809732,21171.25899,-131724.4795,-40378.92877,OpenAccess
93,0.1,10,10,10,0.5,18277.21283,10,66814.48726,300149.4797,3520.125105,20929.38317,-143227.8527,-40620.80459,OpenAccess
93,0.2,2,10,10,0.5,18277.21283,10,90141.34655,438108.0497,3144.856497,22253.0977,-5269.282693,-39297.09006,OpenAccess
93,0.2,5,10,10,0.5,18277.21283,10,88320.2352,428724.4593,3344.003733,20982.14426,-14652.87308,-40568.0435,OpenAccess
93,0.2,10,10,10,0.5,18277.21283,10,83596.82501,400983.1531,3639.840603,21193.42333,-42394.17922,-40356.76443,OpenAccess
93,0.3,2,10,10,0.5,18277.21283,10,103274.2939,526364.0026,2968.369571,22116.99989,82986.67022,-39433.18787,OpenAccess
93,0.3,5,10,10,0.5,18277.21283,10,104415.8328,536409.3571,2910.108419,19524.67816,93032.02476,-42025.5096,OpenAccess
93,0.3,10,10,10,0.5,18277.21283,10,99307.41957,504134.2385,3406.582926,20060.0986,60756.90614,-41490.08916,OpenAccess
93,0.4,2,10,10,0.5,18277.21283,10,117621.9733,630778.415,2401.238586,18133.4142,187401.0827,-43416.77355,OpenAccess
93,0.4,5,10,10,0.5,18277.21283,10,115903.4372,618922.4571,2613.433632,18740.01642,175545.1248,-42810.17134,OpenAccess
93,0.4,10,10,10,0.5,18277.21283,10,113166.2036,601820.3284,2935.409888,18042.17376,158442.9961,-43508.014,OpenAccess
93,0.5,2,10,10,0.5,18277.21283,10,126835.6952,701482.1445,2182.050391,16923.75,258104.8121,-44626.43776,OpenAccess
93,0.5,5,10,10,0.5,18277.21283,10,125181.4603,689131.9452,2379.92105,17892.26343,245754.6129,-43657.92433,OpenAccess
93,0.5,10,10,10,0.5,18277.21283,10,124012.2467,682858.3366,2505.263996,16282.78957,239481.0042,-45267.39819,OpenAccess
93,0.6,2,10,10,0.5,18277.21283,10,134757.071,764549.0755,1974.376372,15687.22348,321171.7431,-45862.96428,OpenAccess
93,0.6,5,10,10,0.5,18277.21283,10,134225.1138,760714.7746,2025.130979,15744.6534,317337.4422,-45805.53436,OpenAccess
93,0.6,10,10,10,0.5,18277.21283,10,132661.2626,750785.9329,2187.048465,14758.38044,307408.6005,-46791.80732,OpenAccess
94,0.1,2,10,10,0.5,18277.21283,10,72372.01698,329210.6552,3311.732501,21522.15881,-113667.1199,-39984.10121,OpenAccess
94,0.1,5,10,10,0.5,18277.21283,10,69130.69155,311885.4947,3476.884212,21145.812,-130992.2804,-40360.44801,OpenAccess
94,0.1,10,10,10,0.5,18277.21283,10,66857.43402,300399.04,3515.445324,20906.20047,-142478.7351,-40600.05955,OpenAccess
94,0.2,2,10,10,0.5,18277.21283,10,90174.72978,438339.125,3139.504663,22218.28009,-4538.650155,-39287.97992,OpenAccess
94,0.2,5,10,10,0.5,18277.21283,10,88359.79776,428992.5507,3337.636306,20946.63267,-13885.22437,-40559.62735,OpenAccess
94,0.2,10,10,10,0.5,18277.21283,10,83640.56929,401269.0673,3635.365545,21170.0538,-41608.70781,-40336.20622,OpenAccess
94,0.3,2,10,10,0.5,18277.21283,10,103311.9711,526648.9542,2961.872929,22071.67405,83771.17909,-39434.58597,OpenAccess
94,0.3,5,10,10,0.5,18277.21283,10,104461.1234,536750.5552,2904.693404,19484.44895,93872.78004,-42021.81107,OpenAccess
94,0.3,10,10,10,0.5,18277.21283,10,99358.6224,504504.3272,3406.848737,20051.44027,61626.55204,-41454.81974,OpenAccess
94,0.4,2,10,10,0.5,18277.21283,10,117673.8373,631198.0337,2397.829307,18076.39546,188320.2586,-43429.86456,OpenAccess
94,0.4,5,10,10,0.5,18277.21283,10,115960.614,619368.404,2624.234801,18741.16456,176490.6289,-42765.09546,OpenAccess
94,0.4,10,10,10,0.5,18277.21283,10,113243.2481,602385.7684,2987.45787,18193.98447,159507.9933,-43312.27555,OpenAccess
94,0.5,2,10,10,0.5,18277.21283,10,126896.8623,701993.8979,2182.426234,16860.11335,259116.1228,-44646.14667,OpenAccess
94,0.5,5,10,10,0.5,18277.21283,10,125251.6992,689676.1253,2405.30082,17890.03782,246798.3502,-43616.2222,OpenAccess
94,0.5,10,10,10,0.5,18277.21283,10,124125.1524,683624.1246,2626.323942,16557.02862,240746.3495,-44949.2314,OpenAccess
94,0.6,2,10,10,0.5,18277.21283,10,134825.3362,765144.4177,1971.775828,15592.59044,322266.6426,-45913.66957,OpenAccess
94,0.6,5,10,10,0.5,18277.21283,10,134306.4321,761345.6071,2056.130586,15672.36201,318467.8319,-45833.89801,OpenAccess
94,0.6,10,10,10,0.5,18277.21283,10,132805.5577,751693.8894,2360.528265,15023.4712,308816.1143,-46482.78882,OpenAccess
95,0.1,2,10,10,0.5,18277.21283,10,72406.55465,329421.2543,3307.001267,21494.87884,-112971.7315,-39968.76157,OpenAccess
95,0.1,5,10,10,0.5,18277.21283,10,69168.93153,312112.3138,3471.794144,21119.52226,-130280.672,-40344.11814,OpenAccess
95,0.1,10,10,10,0.5,18277.21283,10,66898.97511,300640.2569,3510.010292,20879.6309,-141752.7289,-40584.0095,OpenAccess
95,0.2,2,10,10,0.5,18277.21283,10,90207.15639,438564.2234,3134.157551,22183.42835,-3828.762403,-39280.21205,OpenAccess
95,0.2,5,10,10,0.5,18277.21283,10,88398.15036,429252.8841,3331.012784,20909.83242,-13140.10169,-40553.80799,OpenAccess
95,0.2,10,10,10,0.5,18277.21283,10,83681.66896,401536.7157,3626.981322,21130.48329,-40856.2701,-40333.15712,OpenAccess
95,0.3,2,10,10,0.5,18277.21283,10,103348.5036,526926.1125,2955.337223,22026.20899,84533.12673,-39437.43142,OpenAccess
95,0.3,5,10,10,0.5,18277.21283,10,104503.2479,537070.0241,2894.073147,19423.93654,94677.0383,-42039.70387,OpenAccess
95,0.3,10,10,10,0.5,18277.21283,10,99402.70158,504822.3286,3390.280928,19975.89928,62429.3428,-41487.74112,OpenAccess
95,0.4,2,10,10,0.5,18277.21283,10,117720.0402,631588.7387,2382.347041,17995.93124,189195.7529,-43467.70917,OpenAccess
95,0.4,5,10,10,0.5,18277.21283,10,116001.8069,619721.4278,2595.62294,18614.69477,177328.442,-42848.94563,OpenAccess
95,0.4,10,10,10,0.5,18277.21283,10,113274.8728,602672.9942,2915.537487,17928.38848,160280.0084,-43535.25193,OpenAccess
95,0.5,2,10,10,0.5,18277.21283,10,126948.0545,702460.1343,2160.183713,16759.32929,260067.1485,-44704.31112,OpenAccess
95,0.5,5,10,10,0.5,18277.21283,10,125293.7543,690093.5723,2359.95344,17739.76145,247700.5865,-43723.87895,OpenAccess
95,0.5,10,10,10,0.5,18277.21283,10,124136.4469,683890.0568,2485.619083,16149.50217,241497.071,-45314.13824,OpenAccess
95,0.6,2,10,10,0.5,18277.21283,10,134884.5336,765706.5674,1949.433741,15494.60539,323313.5816,-45969.03502,OpenAccess
95,0.6,5,10,10,0.5,18277.21283,10,134354.2146,761876.1901,2000.836692,15556.10465,319483.2043,-45907.53576,OpenAccess
95,0.6,10,10,10,0.5,18277.21283,10,132801.9413,752003.8625,2165.321014,14599.00421,309610.8767,-46864.6362,OpenAccess
96,0.1,2,10,10,0.5,18277.21283,10,72440.32812,329627.589,3302.280548,21467.60317,-112294.8629,-39954.6795,OpenAccess
96,0.1,5,10,10,0.5,18277.21283,10,69206.32849,312334.6607,3466.831685,21093.74211,-129587.7912,-40328.54056,OpenAccess
96,0.1,10,10,10,0.5,18277.21283,10,66939.63046,300877.3325,3505.166661,20855.52113,-141045.1194,-40566.76154,OpenAccess
96,0.2,2,10,10,0.5,18277.21283,10,90238.75189,438784.1043,3128.823991,22148.60591,-3138.347635,-39273.67676,OpenAccess
96,0.2,5,10,10,0.5,18277.21283,10,88435.57757,429507.6696,3324.595648,20873.91869,-12414.78227,-40548.36398,OpenAccess
96,0.2,10,10,10,0.5,18277.21283,10,83722.60485,401805.2864,3621.800869,21103.95335,-40117.16552,-40318.32932,OpenAccess
96,0.3,2,10,10,0.5,18277.21283,10,103384.0711,527196.6686,2948.855706,21980.90167,85274.21665,-39441.381,OpenAccess
96,0.3,5,10,10,0.5,18277.21283,10,104545.8256,537392.6166,2887.646289,19379.70451,95470.16468,-42042.57816,OpenAccess
96,0.3,10,10,10,0.5,18277.21283,10,99450.34098,505168.0612,3388.213063,19957.73715,63245.60932,-41464.54552,OpenAccess
96,0.4,2,10,10,0.5,18277.21283,10,117769.1408,631988.5929,2378.300051,17937.85771,190066.141,-43484.42496,OpenAccess
96,0.4,5,10,10,0.5,18277.21283,10,116055.3286,620142.774,2603.52114,18607.32363,178220.3221,-42814.95904,OpenAccess
96,0.4,10,10,10,0.5,18277.21283,10,113347.6233,603209.4373,2963.544362,18068.25697,161286.9854,-43354.02569,OpenAccess
96,0.5,2,10,10,0.5,18277.21283,10,127006.0871,702948.5226,2159.886943,16695.16584,261026.0707,-44727.11683,OpenAccess
96,0.5,5,10,10,0.5,18277.21283,10,125359.5953,690609.1195,2381.314059,17730.15548,248686.6676,-43692.12719,OpenAccess
96,0.5,10,10,10,0.5,18277.21283,10,124241.9951,684610.9126,2596.192485,16397.35336,242688.4607,-45024.92931,OpenAccess
96,0.6,2,10,10,0.5,18277.21283,10,134949.4993,766276.2046,1946.512216,15401.62171,324353.7527,-46020.66096,OpenAccess
96,0.6,5,10,10,0.5,18277.21283,10,134431.421,762479.3016,2029.363661,15484.35461,320556.8497,-45937.92806,OpenAccess
96,0.6,10,10,10,0.5,18277.21283,10,132937.4269,752862.3164,2325.772838,14841.11566,310939.8645,-46581.16701,OpenAccess
97,0.1,2,10,10,0.5,18277.21283,10,72473.41506,329830.0685,3297.573623,21440.35814,-111635.6145,-39941.78446,OpenAccess
97,0.1,5,10,10,0.5,18277.21283,10,69242.90329,312552.3894,3461.791706,21067.5453,-128913.2936,-40314.59729,OpenAccess
97,0.1,10,10,10,0.5,18277.21283,10,66979.19194,301107.9855,3499.852966,20829.29089,-140357.6975,-40552.85171,OpenAccess
97,0.2,2,10,10,0.5,18277.21283,10,90269.61852,438999.3799,3123.507019,22113.84354,-2466.303155,-39268.29905,OpenAccess
97,0.2,5,10,10,0.5,18277.21283,10,88472.09309,429756.6193,3318.060098,20837.39466,-11709.06377,-40544.74794,OpenAccess
97,0.2,10,10,10,0.5,18277.21283,10,83761.62746,402060.7114,3614.02543,21066.65613,-39404.97166,-40315.48647,OpenAccess
97,0.3,2,10,10,0.5,18277.21283,10,103418.7813,527461.3222,2942.369626,21935.61679,85995.63915,-39446.5258,OpenAccess
97,0.3,5,10,10,0.5,18277.21283,10,104586.2417,537700.2752,2877.940086,19322.68405,96234.5921,-42059.45854,OpenAccess
97,0.3,10,10,10,0.5,18277.21283,10,99492.69382,505475.0638,3373.799868,19890.48677,64009.38072,-41491.65583,OpenAccess
97,0.4,2,10,10,0.5,18277.21283,10,117813.401,632364.0125,2363.54355,17858.88931,190898.3294,-43523.25328,OpenAccess
97,0.4,5,10,10,0.5,18277.21283,10,116095.3673,620484.9693,2577.904111,18489.85517,179019.2862,-42892.28743,OpenAccess
97,0.4,10,10,10,0.5,18277.21283,10,113378.2382,603486.7067,2896.304008,17816.98186,162021.0236,-43565.16074,OpenAccess
97,0.5,2,10,10,0.5,18277.21283,10,127055.0759,703396.1809,2138.44397,16595.54773,261930.4978,-44786.59486,OpenAccess
97,0.5,5,10,10,0.5,18277.21283,10,125400.6118,691013.1939,2339.939035,17587.41211,249547.5108,-43794.73049,OpenAccess
97,0.5,10,10,10,0.5,18277.21283,10,124254.3738,684873.988,2465.707747,16015.29121,243408.3049,-45366.85139,OpenAccess
97,0.6,2,10,10,0.5,18277.21283,10,135006.0975,766815.7182,1924.645288,15302.83095,325350.0351,-46079.31165,OpenAccess
97,0.6,5,10,10,0.5,18277.21283,10,134477.4023,762989.4614,1976.650913,15368.27452,321523.7783,-46013.86808,OpenAccess
97,0.6,10,10,10,0.5,18277.21283,10,132935.8793,753167.9506,2143.434721,14439.2277,311702.2676,-46942.9149,OpenAccess
98,0.1,2,10,10,0.5,18277.21283,10,72505.88092,330029.0425,3292.884888,21413.17521,-110993.1673,-39930.00271,OpenAccess
98,0.1,5,10,10,0.5,18277.21283,10,69278.77755,312766.3238,3456.833003,21041.67013,-128255.886,-40301.50779,OpenAccess
98,0.1,10,10,10,0.5,18277.21283,10,67018.00045,301334.9459,3494.923496,20804.65487,-139687.264,-40538.52304,OpenAccess
98,0.2,2,10,10,0.5,18277.21283,10,90299.84139,439210.5647,3118.21174,22079.17983,-1811.645204,-39263.99808,OpenAccess
98,0.2,5,10,10,0.5,18277.21283,10,88507.86911,430001.034,3311.649896,20801.41189,-11021.1759,-40541.76602,OpenAccess
98,0.2,10,10,10,0.5,18277.21283,10,83800.39506,402315.8306,3608.384705,21038.05815,-38706.3793,-40305.11976,OpenAccess
98,0.3,2,10,10,0.5,18277.21283,10,103452.7517,527720.8569,2935.930109,21890.52773,86698.64709,-39452.65019,OpenAccess
98,0.3,5,10,10,0.5,18277.21283,10,104626.788,538008.8048,2870.880243,19276.00093,96986.59491,-42067.17698,OpenAccess
98,0.3,10,10,10,0.5,18277.21283,10,99537.5773,505801.8413,3369.92943,19865.0222,64779.6314,-41478.15571,OpenAccess
98,0.4,2,10,10,0.5,18277.21283,10,117860.367,632748.572,2358.926825,17800.01622,191726.3622,-43543.16169,OpenAccess
98,0.4,5,10,10,0.5,18277.21283,10,116145.8748,620886.0921,2583.009738,18474.0993,179863.8823,-42869.07862,OpenAccess
98,0.4,10,10,10,0.5,18277.21283,10,113446.9584,603996.3373,2939.334276,17941.36648,162974.1275,-43401.81143,OpenAccess
98,0.5,2,10,10,0.5,18277.21283,10,127110.666,703866.4276,2137.507849,16530.99757,262844.2177,-44812.18034,OpenAccess
98,0.5,5,10,10,0.5,18277.21283,10,125462.8706,691505.775,2357.64818,17571.14066,250483.5652,-43772.03726,OpenAccess
98,0.5,10,10,10,0.5,18277.21283,10,124353.6414,685557.2126,2566.615432,16238.92709,244535.0027,-45104.25082,OpenAccess
98,0.6,2,10,10,0.5,18277.21283,10,135068.5037,767365.4806,1921.415586,15211.48967,326343.2707,-46131.68824,OpenAccess
98,0.6,5,10,10,0.5,18277.21283,10,134551.2644,763570.6876,2002.801283,15297.07856,322548.4777,-46046.09936,OpenAccess
98,0.6,10,10,10,0.5,18277.21283,10,133063.6281,753984.4388,2291.571563,14659.90813,312962.2289,-46683.26979,OpenAccess
99,0.1,2,10,10,0.5,18277.21283,10,72537.78041,330224.8005,3288.216925,21386.0745,-110366.7822,-39919.27368,OpenAccess
99,0.1,5,10,10,0.5,18277.21283,10,69313.97794,312976.4661,3451.846552,21015.62619,-127615.1166,-40289.72199,OpenAccess
99,0.1,10,10,10,0.5,18277.21283,10,67055.9353,301556.8278,3489.711885,20778.73612,-139034.7549,-40526.61206,OpenAccess
99,0.2,2,10,10,0.5,18277.21283,10,90329.4903,439418.0777,3112.940657,22044.63784,-1173.504981,-39260.71034,OpenAccess
99,0.2,5,10,10,0.5,18277.21283,10,88542.93259,430240.8805,3305.197114,20765.1983,-10350.70213,-40540.14988,OpenAccess
99,0.2,10,10,10,0.5,18277.21283,10,83837.75996,402561.3821,3601.060252,21002.46611,-38030.20059,-40302.88207,OpenAccess
99,0.3,2,10,10,0.5,18277.21283,10,103486.0579,527975.7622,2929.506441,21845.56384,87384.17957,-39459.78434,OpenAccess
99,0.3,5,10,10,0.5,18277.21283,10,104665.8393,538306.9274,2861.80829,19221.48178,97715.34478,-42083.8664,OpenAccess
99,0.3,10,10,10,0.5,18277.21283,10,99578.58295,506100.1681,3357.224049,19804.39745,65508.58542,-41500.95072,OpenAccess
99,0.4,2,10,10,0.5,18277.21283,10,117903.1671,633112.2399,2344.866765,17722.63036,192520.6572,-43582.71782,OpenAccess
99,0.4,5,10,10,0.5,18277.21283,10,116185.211,621220.934,2560.262595,18365.63609,180629.3513,-42939.71209,OpenAccess
99,0.4,10,10,10,0.5,18277.21283,10,113477.4127,604269.5236,2877.622168,17707.63923,163677.9409,-43597.70895,OpenAccess
99,0.5,2,10,10,0.5,18277.21283,10,127158.0076,704299.7919,2116.865065,16432.74475,263708.2093,-44872.60343,OpenAccess
99,0.5,5,10,10,0.5,18277.21283,10,125503.2836,691900.2187,2319.930494,17435.62344,251308.6361,-43869.72474,OpenAccess
99,0.5,10,10,10,0.5,18277.21283,10,124367.4331,685820.6814,2445.636015,15880.72429,245229.0988,-45424.62389,OpenAccess
99,0.6,2,10,10,0.5,18277.21283,10,135123.1163,767887.2878,1900.049786,15112.26995,327295.7051,-46193.07823,OpenAccess
99,0.6,5,10,10,0.5,18277.21283,10,134596.0201,764065.2194,1952.617174,15181.54473,323473.6367,-46123.80345,OpenAccess
99,0.6,10,10,10,0.5,18277.21283,10,133064.508,754289.6151,2121.261209,14279.04825,313698.0324,-47026.29993,OpenAccess
100,0.1,2,10,10,0.5,18277.21283,10,72569.15965,330417.5885,3283.572515,21359.07642,-109755.7822,-39909.53826,OpenAccess
100,0.1,5,10,10,0.5,18277.21283,10,69348.5826,313183.3258,3446.91745,20989.81145,-126990.0449,-40278.80324,OpenAccess
100,0.1,10,10,10,0.5,18277.21283,10,67093.21816,301775.3846,3484.750672,20753.8541,-138397.9861,-40514.76058,OpenAccess
100,0.2,2,10,10,0.5,18277.21283,10,90358.62321,439622.2691,3107.696836,22010.24169,-551.1015538,-39258.37299,OpenAccess
100,0.2,5,10,10,0.5,18277.21283,10,88577.38905,430476.9321,3298.828015,20729.35365,-9696.43859,-40539.26103,OpenAccess
100,0.2,10,10,10,0.5,18277.21283,10,83874.81136,402805.8048,3595.137521,20972.59385,-37367.56585,-40296.02083,OpenAccess
100,0.3,2,10,10,0.5,18277.21283,10,103518.7773,528226.5553,2923.12619,21800.82507,88053.18467,-39467.78962,OpenAccess
100,0.3,5,10,10,0.5,18277.21283,10,104704.8167,538604.4825,2854.377714,19173.42525,98431.11183,-42095.18943,OpenAccess
100,0.3,10,10,10,0.5,18277.21283,10,99621.29704,506411.9373,3352.010157,19773.51634,66238.56662,-41495.09834,OpenAccess
100,0.4,2,10,10,0.5,18277.21283,10,117948.4239,633484.5167,2339.739424,17663.1521,193311.146,-43605.46258,OpenAccess
100,0.4,5,10,10,0.5,18277.21283,10,116233.1847,621605.0232,2562.782019,18341.96012,181431.6525,-42926.65457,OpenAccess
100,0.4,10,10,10,0.5,18277.21283,10,113542.3063,604753.9403,2914.99439,17813.87948,164580.5696,-43454.73521,OpenAccess
100,0.5,2,10,10,0.5,18277.21283,10,127211.6235,704755.4141,2115.321613,16367.90489,264582.0435,-44900.70979,OpenAccess
100,0.5,5,10,10,0.5,18277.21283,10,125562.5424,692373.7772,2334.327788,17413.33256,252200.4066,-43855.28212,OpenAccess
100,0.5,10,10,10,0.5,18277.21283,10,124461.21,686471.4991,2537.583378,16081.9509,246298.1285,-45186.66378,OpenAccess
100,0.6,2,10,10,0.5,18277.21283,10,135183.4595,768421.062,1896.520446,15022.52255,328247.6914,-46246.09214,OpenAccess
100,0.6,5,10,10,0.5,18277.21283,10,134667.0614,764628.473,1976.477948,15110.87154,324455.1024,-46157.74314,OpenAccess
100,0.6,10,10,10,0.5,18277.21283,10,133185.4459,755070.1739,2258.04971,14480.31908,314896.8033,-46788.2956,OpenAccess
101,0.1,2,10,10,0.5,18277.21283,10,72600.05734,330607.6121,3278.953543,21332.19558,-109159.5487,-39900.74477,OpenAccess
101,0.1,5,10,10,0.5,18277.21283,10,69382.61739,313386.9657,3441.988852,20963.97179,-126380.1952,-40268.96857,OpenAccess
101,0.1,10,10,10,0.5,18277.21283,10,67129.78289,301989.8014,3479.628855,20728.23377,-137777.3595,-40504.70659,OpenAccess
101,0.2,2,10,10,0.5,18277.21283,10,90387.28787,439823.4265,3102.48212,21976.00775,56.26565721,-39256.93261,OpenAccess
101,0.2,5,10,10,0.5,18277.21283,10,88611.26686,430709.2582,3292.457567,20693.48865,-9057.902603,-40539.45171,OpenAccess
101,0.2,10,10,10,0.5,18277.21283,10,83910.81232,403043.1262,3588.149222,20938.29118,-36724.0346,-40294.64918,OpenAccess
101,0.3,2,10,10,0.5,18277.21283,10,103550.9626,528473.5781,2916.773758,21756.27642,88706.41727,-39476.66394,OpenAccess
101,0.3,5,10,10,0.5,18277.21283,10,104742.7342,538894.5959,2845.748447,19120.72398,99127.43507,-42112.21637,OpenAccess
101,0.3,10,10,10,0.5,18277.21283,10,99661.18909,506702.9851,3340.626323,19718.06012,66935.8243,-41514.88024,OpenAccess
101,0.4,2,10,10,0.5,18277.21283,10,117990.0825,633838.7793,2326.34259,17587.3852,194071.6184,-43645.55516,OpenAccess
101,0.4,5,10,10,0.5,18277.21283,10,116272.0727,621934.5948,2542.684269,18242.10862,182167.4339,-42990.83174,OpenAccess
101,0.4,10,10,10,0.5,18277.21283,10,113573.1958,605027.2806,2859.393159,17600.0952,165260.1198,-43632.84516,OpenAccess
101,0.5,2,10,10,0.5,18277.21283,10,127257.6876,705177.351,2095.471416,16271.15805,265410.1902,-44961.78231,OpenAccess
101,0.5,5,10,10,0.5,18277.21283,10,125602.6117,692760.9629,2299.975633,17284.70313,252993.802,-43948.23722,OpenAccess
101,0.5,10,10,10,0.5,18277.21283,10,124476.5819,686737.3021,2425.488901,15746.23083,246970.1412,-45486.70953,OpenAccess
101,0.6,2,10,10,0.5,18277.21283,10,135236.4983,768928.4814,1875.674884,14923.18394,329161.3205,-46309.75641,OpenAccess
101,0.6,5,10,10,0.5,18277.21283,10,134710.9684,765110.5829,1928.766125,14996.18369,325343.4221,-46236.75667,OpenAccess
101,0.6,10,10,10,0.5,18277.21283,10,133188.8178,755376.8236,2098.835754,14118.75553,315609.6628,-47114.18483,OpenAccess
102,0.1,2,10,10,0.5,18277.21283,10,72630.50619,330795.046,3274.361808,21305.44549,-108577.5112,-39892.8442,OpenAccess
102,0.1,5,10,10,0.5,18277.21283,10,69416.13351,313587.7069,3437.105768,20938.31937,-125784.8502,-40259.97032,OpenAccess
102,0.1,10,10,10,0.5,18277.21283,10,67165.77286,302201.1942,3474.672818,20703.29933,-137171.3629,-40494.99037,OpenAccess
102,0.2,2,10,10,0.5,18277.21283,10,90415.52395,440021.7896,3097.298393,21941.95138,649.2325051,-39256.33831,OpenAccess
102,0.2,5,10,10,0.5,18277.21283,10,88644.63182,430938.3257,3286.150101,20657.91107,-8434.231429,-40540.37862,OpenAccess
102,0.2,10,10,10,0.5,18277.21283,10,83946.46649,403278.7988,3582.070961,20907.70834,-36093.75831,-40290.58135,OpenAccess
102,0.3,2,10,10,0.5,18277.21283,10,103582.6651,528717.1741,2910.463789,21711.97489,89344.61701,-39486.3148,OpenAccess
102,0.3,5,10,10,0.5,18277.21283,10,104780.4553,539183.268,2838.123727,19072.02307,99810.7109,-42126.26662,OpenAccess
102,0.3,10,10,10,0.5,18277.21283,10,99702.15945,507002.6268,3334.449309,19683.31643,67630.06965,-41514.97326,OpenAccess
102,0.4,2,10,10,0.5,18277.21283,10,118033.9203,634200.8123,2320.758092,17527.45696,194828.2552,-43670.83274,OpenAccess
102,0.4,5,10,10,0.5,18277.21283,10,116317.8873,622304.0676,2542.893156,18211.24437,182931.5104,-42987.04532,OpenAccess
102,0.4,10,10,10,0.5,18277.21283,10,113634.4219,605487.6465,2890.708687,17686.48566,166115.0894,-43511.80403,OpenAccess
102,0.5,2,10,10,0.5,18277.21283,10,127309.6469,705620.7159,2093.350753,16206.09564,266248.1587,-44992.19405,OpenAccess
102,0.5,5,10,10,0.5,18277.21283,10,125659.2882,693218.2529,2311.361642,17256.95621,253845.6958,-43941.33348,OpenAccess
102,0.5,10,10,10,0.5,18277.21283,10,124565.4552,687359.4876,2509.083027,15926.55629,247986.9304,-45271.7334,OpenAccess
