year,mgmtArea,frmSz,attr,adultMove,dmm,pK,pIncr,abund,totBM,amtCaught,bmCaught,mgmt
28,0.6,2,10,10,0.5,18277.21283467606,10,66738.43883424127,289106.6385250494,5558.762912595482,35322.94614626654,OpenAccess
28,0.6,5,10,10,0.5,18277.21283467606,10,66945.99993725328,290236.9593982481,5575.370159921668,35445.52085850066,OpenAccess
28,0.6,10,10,10,0.5,18277.21283467606,10,67654.27844721652,294098.3544421246,5634.512046845265,35880.758982027524,OpenAccess
29,0.1,2,10,10,0.5,18277.21283467606,10,47005.32532124766,191375.27233006342,3664.853659758325,22390.071938120167,OpenAccess
29,0.1,5,10,10,0.5,18277.21283467606,10,47159.23270549765,192118.78653893535,3677.5746958530804,22475.377733898473,OpenAccess
29,0.1,10,10,10,0.5,18277.21283467606,10,47460.21666248316,193572.40974963244,3704.001604129228,22651.70035666405,OpenAccess
29,0.2,2,10,10,0.5,18277.21283467606,10,49961.75870712869,205311.10302378127,3940.746849342758,24215.974585951393,OpenAccess
29,0.2,5,10,10,0.5,18277.21283467606,10,50132.10570314583,206150.39791224722,3954.3413075395897,24309.528983554137,OpenAccess
29,0.2,10,10,10,0.5,18277.21283467606,10,50679.557054667515,208850.00753782722,4000.228651460908,24620.35017910487,OpenAccess
29,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53307.52813447854,221384.01058396898,4256.172818196965,26328.50581529706,OpenAccess
29,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53453.71672002695,222118.09366236714,4268.323853205751,26412.7183552108,OpenAccess
29,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,54097.620098307925,225362.1875567764,4320.567820515429,26775.50658060711,OpenAccess
29,0.4,2,10,10,0.5,18277.21283467606,10,57120.44377226814,240093.60466987052,4619.8188944423355,28796.481062518546,OpenAccess
29,0.4,5,10,10,0.5,18277.21283467606,10,57254.042831115876,240779.2445240216,4631.008452468767,28875.06810674062,OpenAccess
29,0.4,10,10,10,0.5,18277.21283467606,10,57878.8696395819,243999.84249112842,4682.005018165703,29236.270521764214,OpenAccess
29,0.5,2,10,10,0.5,18277.21283467606,10,61486.73966298841,262037.08692961698,5040.908520283374,31698.076766276783,OpenAccess
29,0.5,5,10,10,0.5,18277.21283467606,10,61643.86456207909,262865.1754456872,5053.878770559034,31791.111533680323,OpenAccess
29,0.5,10,10,10,0.5,18277.21283467606,10,62225.43268322503,265939.68942052947,5102.281888824827,32139.813557778485,OpenAccess
29,0.6,2,10,10,0.5,18277.21283467606,10,66518.30841870773,288020.6141817337,5531.0087920051865,35135.290931967866,OpenAccess
29,0.6,5,10,10,0.5,18277.21283467606,10,66723.50960698722,289136.4661092541,5547.521865612242,35256.856778250396,OpenAccess
29,0.6,10,10,10,0.5,18277.21283467606,10,67423.35701446321,292946.30899166723,5606.286070455552,35688.2347003662,OpenAccess
30,0.1,2,10,10,0.5,18277.21283467606,10,46992.69202571252,191375.73981386135,3650.513916729538,22308.553608789625,OpenAccess
30,0.1,5,10,10,0.5,18277.21283467606,10,47145.02487038396,192112.0968511981,3663.1214711054017,22393.066201154266,OpenAccess
30,0.1,10,10,10,0.5,18277.21283467606,10,47442.259774726685,193548.5672397766,3689.285164359717,22567.527840295475,OpenAccess
30,0.2,2,10,10,0.5,18277.21283467606,10,49926.57392079083,205206.63146774002,3924.9305216976036,24123.801137685346,OpenAccess
30,0.2,5,10,10,0.5,18277.21283467606,10,50095.77438049157,206040.3187659563,3938.4610021700514,24216.842179240368,OpenAccess
30,0.2,10,10,10,0.5,18277.21283467606,10,50636.54169673028,208708.08077228855,3983.8519122867247,24524.112020250985,OpenAccess
30,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53245.57959749541,221148.95918500528,4238.6519076561835,26223.483260069257,OpenAccess
30,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53390.637325768104,221877.2505526588,4250.739792047349,26307.175364629573,OpenAccess
30,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,54028.040034819416,225088.42516039906,4302.576500889988,26666.78254691709,OpenAccess
30,0.4,2,10,10,0.5,18277.21283467606,10,57025.478809102366,239689.3941239508,4600.301498352449,28675.62306920712,OpenAccess
30,0.4,5,10,10,0.5,18277.21283467606,10,57157.69474739021,240367.70923930602,4611.410044245956,28753.542742260008,OpenAccess
30,0.4,10,10,10,0.5,18277.21283467606,10,57777.21797291059,243559.36734255284,4662.150208296429,29112.424744165386,OpenAccess
30,0.5,2,10,10,0.5,18277.21283467606,10,61350.525300076944,261410.38896733857,5019.024340427371,31557.35311896595,OpenAccess
30,0.5,5,10,10,0.5,18277.21283467606,10,61505.895304281876,262228.6454129808,5031.9028648081985,31649.57115861766,OpenAccess
30,0.5,10,10,10,0.5,18277.21283467606,10,62082.32074524556,265273.30325300427,5080.0913032400085,31996.100216673338,OpenAccess
30,0.6,2,10,10,0.5,18277.21283467606,10,66330.14655786136,287097.8789190956,5506.312197839435,34969.36824950832,OpenAccess
30,0.6,5,10,10,0.5,18277.21283467606,10,66533.11417887297,288200.2402099632,5522.736246472282,35089.99627817868,OpenAccess
30,0.6,10,10,10,0.5,18277.21283467606,10,67225.00212659196,291962.0875084816,5581.148248872841,35517.81348049662,OpenAccess
31,0.1,2,10,10,0.5,18277.21283467606,10,46993.89318852277,191436.86176343577,3637.660844985263,22236.43263636376,OpenAccess
31,0.1,5,10,10,0.5,18277.21283467606,10,47144.821738595274,192166.92050155136,3650.1513674099215,22320.143641115348,OpenAccess
31,0.1,10,10,10,0.5,18277.21283467606,10,47438.7164459529,193588.44064243784,3676.0115457086918,22492.588210187532,OpenAccess
31,0.2,2,10,10,0.5,18277.21283467606,10,49907.56792373797,205174.85294324602,3910.7074994819254,24041.918930986045,OpenAccess
31,0.2,5,10,10,0.5,18277.21283467606,10,50075.71752855997,206003.4988781415,3924.1767265969443,24134.479508595934,OpenAccess
31,0.2,10,10,10,0.5,18277.21283467606,10,50610.470465666076,208642.91337540827,3969.1275893254597,24438.60997012528,OpenAccess
31,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53202.33418742449,221000.100164472,4222.964917626585,26130.52895037162,OpenAccess
31,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53346.34983722165,221723.13579301757,4234.996737258578,26213.759899163728,OpenAccess
31,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53977.79741026802,224904.52906288079,4286.467472776678,26570.51946535328,OpenAccess
31,0.4,2,10,10,0.5,18277.21283467606,10,56952.026305042615,239387.2281391131,4582.885575603106,28568.88911099543,OpenAccess
31,0.4,5,10,10,0.5,18277.21283467606,10,57082.965829112574,240058.86271950274,4593.921291423661,28646.210427019967,OpenAccess
31,0.4,10,10,10,0.5,18277.21283467606,10,57697.53363783845,243223.88734351037,4644.4279972774975,29002.99217497571,OpenAccess
31,0.5,2,10,10,0.5,18277.21283467606,10,61238.96919581526,260904.60388392053,4999.530745521863,31433.096532769912,OpenAccess
31,0.5,5,10,10,0.5,18277.21283467606,10,61392.701920477404,261713.79575664026,5012.32530697908,31524.570950128105,OpenAccess
31,0.5,10,10,10,0.5,18277.21283467606,10,61964.27324923051,264730.70199154684,5060.3163044107,31869.116185633582,OpenAccess
31,0.6,2,10,10,0.5,18277.21283467606,10,66170.15751723356,286318.69904055883,5484.311275499001,34822.562988815764,OpenAccess
31,0.6,5,10,10,0.5,18277.21283467606,10,66371.01088431681,287408.4663840562,5500.651516191813,34942.32017467017,OpenAccess
31,0.6,10,10,10,0.5,18277.21283467606,10,67055.38148398975,291125.56666531164,5558.736194697162,35366.855977747466,OpenAccess
32,0.1,2,10,10,0.5,18277.21283467606,10,47007.03359892493,191550.58128865217,3625.834667690045,22170.883759977358,OpenAccess
32,0.1,5,10,10,0.5,18277.21283467606,10,47156.71798191483,192275.13680381468,3638.247947798853,22254.050142706346,OpenAccess
32,0.1,10,10,10,0.5,18277.21283467606,10,47447.65179852834,193683.3991698461,3663.9260213668026,22425.19013729328,OpenAccess
32,0.2,2,10,10,0.5,18277.21283467606,10,49902.60895534599,205206.1608689088,3897.8620060583576,23968.924930073717,OpenAccess
32,0.2,5,10,10,0.5,18277.21283467606,10,50069.79867542026,206030.28339771772,3911.2816350756116,24061.089669959947,OpenAccess
32,0.2,10,10,10,0.5,18277.21283467606,10,50599.14804267179,208644.5163679319,3955.844461127544,24362.457234574118,OpenAccess
32,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53175.38994783792,220926.3002771756,4208.88029664072,26048.102768301134,OpenAccess
32,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53318.44561153222,221644.56781761048,4220.862648302537,26130.92691527586,OpenAccess
32,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53944.44277547719,224799.0430040543,4272.006248391012,26485.14765341055,OpenAccess
32,0.4,2,10,10,0.5,18277.21283467606,10,56897.396085425855,239174.24018805314,4567.312180668186,28474.518346566845,OpenAccess
32,0.4,5,10,10,0.5,18277.21283467606,10,57027.15750354919,239839.779334167,4578.282689609613,28551.304630082148,OpenAccess
32,0.4,10,10,10,0.5,18277.21283467606,10,57637.09722629375,242980.2889311621,4628.578174858433,28906.192701768345,OpenAccess
32,0.5,2,10,10,0.5,18277.21283467606,10,61149.075300086224,260504.86977061332,4982.14059857173,31323.302583323784,OpenAccess
32,0.5,5,10,10,0.5,18277.21283467606,10,61301.28015825854,261305.69794947692,4994.858585014867,31414.101231288336,OpenAccess
32,0.5,10,10,10,0.5,18277.21283467606,10,61868.26926658395,264296.78284461546,5042.668988636776,31756.839832425954,OpenAccess
32,0.6,2,10,10,0.5,18277.21283467606,10,66035.02458017202,285665.90429366333,5464.690942056269,34692.605346887234,OpenAccess
32,0.6,5,10,10,0.5,18277.21283467606,10,66233.87632746335,286743.90137416916,5480.952715875497,34811.55554264115,OpenAccess
32,0.6,10,10,10,0.5,18277.21283467606,10,66911.14391378635,290419.22773752856,5538.734197866117,35233.07044936052,OpenAccess
33,0.1,2,10,10,0.5,18277.21283467606,10,47030.52887016069,191709.58653602062,3615.2018201323262,22112.831020871145,OpenAccess
33,0.1,5,10,10,0.5,18277.21283467606,10,47179.10742841681,192429.34132508698,3627.5146207535254,22195.321627764057,OpenAccess
33,0.1,10,10,10,0.5,18277.21283467606,10,47467.414743204354,193826.1873835631,3652.9418919663312,22364.824122263864,OpenAccess
33,0.2,2,10,10,0.5,18277.21283467606,10,49909.84466951923,205292.19573901762,3886.2275059413982,23903.727137046477,OpenAccess
33,0.2,5,10,10,0.5,18277.21283467606,10,50076.15762956847,206112.2710384396,3899.599212241427,23995.518932313804,OpenAccess
33,0.2,10,10,10,0.5,18277.21283467606,10,50600.660610027,208704.19048652923,3943.8211506905855,24294.463748090948,OpenAccess
33,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53162.653099911804,220917.86861183977,4196.197325219513,25974.871017578604,OpenAccess
33,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53304.82465688418,221631.81205934822,4208.136408538256,26057.338610084716,OpenAccess
33,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53925.83798598598,224761.98310729512,4258.989124464736,26409.305153275447,OpenAccess
33,0.4,2,10,10,0.5,18277.21283467606,10,56859.23954727294,239039.22083194286,4553.3563006882305,28390.98300934049,OpenAccess
33,0.4,5,10,10,0.5,18277.21283467606,10,56987.91344323418,239699.19663825625,4564.268695437451,28467.292385243647,OpenAccess
33,0.4,10,10,10,0.5,18277.21283467606,10,57593.53225976296,242817.13792832918,4614.3743758476585,28820.480305024903,OpenAccess
33,0.5,2,10,10,0.5,18277.21283467606,10,61078.22344196244,260198.22634325668,4966.603839347494,31226.229324829885,OpenAccess
33,0.5,5,10,10,0.5,18277.21283467606,10,61229.00219130238,260991.33172522765,4979.252258370787,31316.415173828234,OpenAccess
33,0.5,10,10,10,0.5,18277.21283467606,10,61791.66494758505,263958.36780394136,5026.898419048803,31657.513006902205,OpenAccess
33,0.6,2,10,10,0.5,18277.21283467606,10,65921.84154134354,285124.5059562272,5447.176197411667,34577.51967967982,OpenAccess
33,0.6,5,10,10,0.5,18277.21283467606,10,66118.79783447516,286191.490328634,5463.36480040101,34695.72310812995,OpenAccess
33,0.6,10,10,10,0.5,18277.21283467606,10,66789.35063681849,289827.7685488783,5520.866357595146,35114.46005887447,OpenAccess
34,0.1,2,10,10,0.5,18277.21283467606,10,47062.92468933405,191907.852952817,3605.2618173782,22059.22474031553,OpenAccess
34,0.1,5,10,10,0.5,18277.21283467606,10,47210.53286835041,192623.45331833547,3617.5321826471136,22141.40392696419,OpenAccess
34,0.1,10,10,10,0.5,18277.21283467606,10,47496.53040647545,194010.2192873065,3642.847772756819,22310.078407973982,OpenAccess
34,0.2,2,10,10,0.5,18277.21283467606,10,49927.65554302852,205425.67412166638,3875.6384850729382,23845.25217569327,OpenAccess
34,0.2,5,10,10,0.5,18277.21283467606,10,50093.17074723579,206242.13701950613,3888.9735814796672,23936.750430762608,OpenAccess
34,0.2,10,10,10,0.5,18277.21283467606,10,50613.335652450725,208814.34070956294,3932.898330784487,24233.584992403983,OpenAccess
34,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53162.29456041764,220966.349409853,4184.7414350255585,25909.6748344669,OpenAccess
34,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53303.652083393405,221676.37319447694,4196.643006576487,25991.831966856207,OpenAccess
34,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53920.112595062164,224784.62728183987,4247.238785591521,26341.807629132523,OpenAccess
34,0.4,2,10,10,0.5,18277.21283467606,10,56835.50159565295,238972.37881286893,4540.821920845445,28316.953954896868,OpenAccess
34,0.4,5,10,10,0.5,18277.21283467606,10,56963.17143967893,239627.27566880427,4551.682796575072,28392.83981398073,OpenAccess
34,0.4,10,10,10,0.5,18277.21283467606,10,57564.75714193941,242724.4380983651,4601.619188215392,28744.508620868684,OpenAccess
34,0.5,2,10,10,0.5,18277.21283467606,10,61024.116627687195,259973.34001342874,4952.70211551166,31140.35847748473,OpenAccess
34,0.5,5,10,10,0.5,18277.21283467606,10,61173.56388007775,260759.3093014546,4965.2875946807435,31229.989954367473,OpenAccess
34,0.5,10,10,10,0.5,18277.21283467606,10,61732.14080953676,263703.925849802,5012.785290801113,31569.602171497205,OpenAccess
34,0.6,2,10,10,0.5,18277.21283467606,10,65828.05538232399,284681.3806262302,5431.526230031736,34475.58029990294,OpenAccess
34,0.6,5,10,10,0.5,18277.21283467606,10,66023.21624428,285738.05007596366,5447.646912468368,34593.09397181547,OpenAccess
34,0.6,10,10,10,0.5,18277.21283467606,10,66687.41796921802,289337.7830647649,5504.890890518462,35009.27950905485,OpenAccess
35,0.1,2,10,10,0.5,18277.21283467606,10,47103.037341930365,192139.74172652856,3596.314721811708,22011.80723553912,OpenAccess
35,0.1,5,10,10,0.5,18277.21283467606,10,47249.78564662218,192851.76560503387,3608.4931431851446,22093.38218297571,OpenAccess
35,0.1,10,10,10,0.5,18277.21283467606,10,47533.74512461566,194230.00298019248,3633.5981076447715,22260.709465804783,OpenAccess
35,0.2,2,10,10,0.5,18277.21283467606,10,49954.630377263216,205600.23171064365,3865.972801566122,23792.69814304591,OpenAccess
35,0.2,5,10,10,0.5,18277.21283467606,10,50119.41933653415,206413.48152558005,3879.271894917787,23883.91652367521,OpenAccess
35,0.2,10,10,10,0.5,18277.21283467606,10,50635.70970906873,208968.3249674913,3922.9388381596355,24178.92208064023,OpenAccess
35,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53172.71358591575,221064.3493515788,4174.3606447097845,25851.505981362578,OpenAccess
35,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53313.321750578325,221770.82196040405,4186.230094302304,25933.39524264774,OpenAccess
35,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53925.62724778439,224859.3394261062,4236.60050809089,26281.622522526945,OpenAccess
35,0.4,2,10,10,0.5,18277.21283467606,10,56824.38037609419,238965.14210366373,4529.537901117307,28251.272005748306,OpenAccess
35,0.4,5,10,10,0.5,18277.21283467606,10,56951.12307739622,239615.4013233235,4540.353383075152,28326.783395083196,OpenAccess
35,0.4,10,10,10,0.5,18277.21283467606,10,57548.9448804557,242693.43002136794,4590.140052495752,28677.102220289173,OpenAccess
35,0.5,2,10,10,0.5,18277.21283467606,10,60984.73688717011,259820.275221932,4940.244306940643,31064.363242434556,OpenAccess
35,0.5,5,10,10,0.5,18277.21283467606,10,61132.94058360431,260599.64600248408,4952.7730989355905,31153.494546067133,OpenAccess
35,0.5,10,10,10,0.5,18277.21283467606,10,61687.657560366795,263523.34187121066,5000.137483642539,31491.766171691568,OpenAccess
35,0.6,2,10,10,0.5,18277.21283467606,10,65751.41836765353,284325.0079688223,5417.529717353264,34385.27613237702,OpenAccess
35,0.6,5,10,10,0.5,18277.21283467606,10,65944.87794251562,285372.0058698611,5433.587607107199,34502.15374387936,OpenAccess
35,0.6,10,10,10,0.5,18277.21283467606,10,66603.06926613626,288937.4950470698,5490.595381561078,34915.9990930909,OpenAccess
36,0.1,2,10,10,0.5,18277.21283467606,10,47149.73470995065,192400.74975451178,3587.788258783889,21967.11173063096,OpenAccess
36,0.1,5,10,10,0.5,18277.21283467606,10,47295.73948594546,193109.71907692062,3599.9590315421715,22048.603300609848,OpenAccess
36,0.1,10,10,10,0.5,18277.21283467606,10,47577.92681741425,194480.47186770255,3625.0137879834288,22215.513805814902,OpenAccess
36,0.2,2,10,10,0.5,18277.21283467606,10,49989.530422472024,205810.30506453305,3857.1017401087147,23745.232423222962,OpenAccess
36,0.2,5,10,10,0.5,18277.21283467606,10,50153.66120269162,206620.70570095262,3870.375749931784,23836.24556267095,OpenAccess
36,0.2,10,10,10,0.5,18277.21283467606,10,50666.499735976104,209160.32330640202,3913.8215785035777,24129.681885766386,OpenAccess
36,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53192.50703970741,221205.39249226105,4164.92226767718,25799.484777427577,OpenAccess
36,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53332.42548024188,221908.64968137466,4176.764588217946,25881.14523401665,OpenAccess
36,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53940.94283044361,224979.42191580773,4226.939089930829,26227.848173698647,OpenAccess
36,0.4,2,10,10,0.5,18277.21283467606,10,56824.29334621741,239009.99118785022,4519.354535708513,28192.924118350256,OpenAccess
36,0.4,5,10,10,0.5,18277.21283467606,10,56950.17975718154,239656.01508385272,4530.130308862241,28268.106109662607,OpenAccess
36,0.4,10,10,10,0.5,18277.21283467606,10,57544.48913667327,242716.4225293875,4579.7858448668985,28617.232756367288,OpenAccess
36,0.5,2,10,10,0.5,18277.21283467606,10,60958.30806890568,259730.30304261824,4929.062779809101,30997.08148576456,OpenAccess
36,0.5,5,10,10,0.5,18277.21283467606,10,61105.34992175853,260503.56826369016,4941.54077042485,31085.762876896075,OpenAccess
36,0.5,10,10,10,0.5,18277.21283467606,10,61656.418861271995,263407.72322576435,4988.786336336198,31422.829366450493,OpenAccess
36,0.6,2,10,10,0.5,18277.21283467606,10,65689.94756535559,284045.251014881,5405.000756587782,34305.28047517708,OpenAccess
36,0.6,5,10,10,0.5,18277.21283467606,10,65881.79441651859,285083.1711981165,5421.000847077437,34421.57264090764,OpenAccess
36,0.6,10,10,10,0.5,18277.21283467606,10,66534.29438828936,288616.53525735735,5477.7927992553505,34833.27471198663,OpenAccess
37,0.1,2,10,10,0.5,18277.21283467606,10,47202.13941237384,192686.47501369801,3580.1253497864896,21927.75043446124,OpenAccess
37,0.1,5,10,10,0.5,18277.21283467606,10,47347.486193877754,193392.86843045146,3592.2048484362663,22008.65733752681,OpenAccess
37,0.1,10,10,10,0.5,18277.21283467606,10,47628.11978470791,194757.45180231193,3617.079050770702,22174.439451659793,OpenAccess
37,0.2,2,10,10,0.5,18277.21283467606,10,50031.274731283986,206051.01830147175,3848.9360849048667,23702.267776131688,OpenAccess
37,0.2,5,10,10,0.5,18277.21283467606,10,50194.80830395823,206858.90335215372,3862.184615059348,23793.081148515495,OpenAccess
37,0.2,10,10,10,0.5,18277.21283467606,10,50704.58010810755,209385.2306188709,3905.4421622669074,24085.180781452033,OpenAccess
37,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53220.443408701176,221383.79786480227,4156.310418014881,25752.84324511976,OpenAccess
37,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53359.72707400684,222084.14553814864,4168.1302681991965,25834.310955111898,OpenAccess
37,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53964.79427337856,225138.99096423754,4218.136164910988,26179.69565051327,OpenAccess
37,0.4,2,10,10,0.5,18277.21283467606,10,56833.848522060565,239100.31850165565,4510.140644244721,28141.02331283856,OpenAccess
37,0.4,5,10,10,0.5,18277.21283467606,10,56958.94389785102,239742.4739849548,4520.881979089987,28215.917319433684,OpenAccess
37,0.4,10,10,10,0.5,18277.21283467606,10,57549.97543866356,242786.65055723747,4570.42398217509,28563.998840805838,OpenAccess
37,0.5,2,10,10,0.5,18277.21283467606,10,60943.264314490894,259695.74001763592,4919.010227841366,30937.493226429564,OpenAccess
37,0.5,5,10,10,0.5,18277.21283467606,10,61089.22021997255,260463.3519592825,4931.442946515896,31025.77129741859,OpenAccess
37,0.5,10,10,10,0.5,18277.21283467606,10,61636.83976457505,263349.23683707864,4978.583504875166,31361.759072599165,OpenAccess
37,0.6,2,10,10,0.5,18277.21283467606,10,65641.89058769969,283833.1715208622,5393.775510472901,34234.42609671961,OpenAccess
37,0.6,5,10,10,0.5,18277.21283467606,10,65832.20796785159,284862.5625180014,5409.722624801687,34350.18039726772,OpenAccess
37,0.6,10,10,10,0.5,18277.21283467606,10,66479.31533003025,288365.7539855105,5466.31813311183,34759.922713814994,OpenAccess
38,0.1,2,10,10,0.5,18277.21283467606,10,47259.35506670953,192993.56950796384,3572.654638407987,21889.671057840478,OpenAccess
38,0.1,5,10,10,0.5,18277.21283467606,10,47404.14612229644,193697.8036478749,3584.762304607011,21970.725017445347,OpenAccess
38,0.1,10,10,10,0.5,18277.21283467606,10,47683.45069018485,195057.0215048236,3609.639894367671,22136.44561839589,OpenAccess
38,0.2,2,10,10,0.5,18277.21283467606,10,50078.91127396143,206318.0993064843,3841.374505495199,23663.150411117585,OpenAccess
38,0.2,5,10,10,0.5,18277.21283467606,10,50241.90585690802,207123.77212135037,3854.6080342108444,23753.83414085711,OpenAccess
38,0.2,10,10,10,0.5,18277.21283467606,10,50748.96176049461,209638.56216865822,3897.7080628352937,24044.813057860836,OpenAccess
38,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53255.44059480324,221594.57549710554,4148.423641237585,25710.90931939377,OpenAccess
38,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53394.14006132089,222292.29228355017,4160.225327246358,25792.217342298267,OpenAccess
38,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,53996.068237320644,225332.8708452778,4210.088007863393,26136.473909490775,OpenAccess
38,0.4,2,10,10,0.5,18277.21283467606,10,56851.81999073112,239230.30929027087,4501.781116776099,28094.791781299307,OpenAccess
38,0.4,5,10,10,0.5,18277.21283467606,10,56976.18441125597,239868.93107169424,4512.492895806967,28169.435855730313,OpenAccess
38,0.4,10,10,10,0.5,18277.21283467606,10,57564.15665591511,242898.15463092193,4561.9379799171775,28516.609118854405,OpenAccess
38,0.5,2,10,10,0.5,18277.21283467606,10,60938.22321085298,259709.81170001466,4909.956998430926,30884.70165445121,OpenAccess
38,0.5,5,10,10,0.5,18277.21283467606,10,61083.1636338994,260472.18551202945,4922.349630184366,30972.619578197202,OpenAccess
38,0.5,10,10,10,0.5,18277.21283467606,10,61627.51982614775,263340.97124986124,4969.39830089665,31307.646535922486,OpenAccess
38,0.6,2,10,10,0.5,18277.21283467606,10,65605.6963716312,283680.8736389981,5383.7093171773295,34171.68395057991,OpenAccess
38,0.6,5,10,10,0.5,18277.21283467606,10,65794.56249903285,284702.2425168537,5399.608098487371,34286.94510146236,OpenAccess
38,0.6,10,10,10,0.5,18277.21283467606,10,66436.5569263605,288177.062431954,5456.025541494168,34694.8986634292,OpenAccess
39,0.1,2,10,10,0.5,18277.21283467606,10,47320.74334141382,193318.55532163088,3565.972698087447,21856.4183782863,OpenAccess
39,0.1,5,10,10,0.5,18277.21283467606,10,47465.04116101513,194021.02974641902,3577.9822354872563,21936.85834110497,OpenAccess
39,0.1,10,10,10,0.5,18277.21283467606,10,47743.189440332106,195376.00161315856,3602.701543562091,22101.613995693475,OpenAccess
39,0.2,2,10,10,0.5,18277.21283467606,10,50131.60914679769,206607.79649336368,3834.3524142619367,23627.453445675874,OpenAccess
39,0.2,5,10,10,0.5,18277.21283467606,10,50294.11628323692,207411.53443419983,3847.5696686756687,23718.00604812954,OpenAccess
39,0.2,10,10,10,0.5,18277.21283467606,10,50798.775459131204,209916.37591762058,3890.5394810931657,24008.056299512253,OpenAccess
39,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53296.54696295965,221833.33776861927,4141.173130916841,25673.094847859353,OpenAccess
39,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53434.70874611464,222528.6773555787,4152.960657498611,25754.273653620676,OpenAccess
39,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,54033.783979662396,225556.50357623,4202.703594793261,26097.576740926397,OpenAccess
39,0.4,2,10,10,0.5,18277.21283467606,10,56877.126952349754,239394.8400855932,4494.174817289323,28053.546511127202,OpenAccess
39,0.4,5,10,10,0.5,18277.21283467606,10,57000.815709606024,240030.2335340743,4504.861558705211,28127.97560681254,OpenAccess
39,0.4,10,10,10,0.5,18277.21283467606,10,57585.93199873053,243045.67815466,4554.225364087817,28474.36784828525,OpenAccess
39,0.5,2,10,10,0.5,18277.21283467606,10,60941.96281599019,259766.5365112967,4901.788815092407,30837.917024163482,OpenAccess
39,0.5,5,10,10,0.5,18277.21283467606,10,61085.953150013374,260524.05338039988,4914.1462137007175,30925.514786056832,OpenAccess
39,0.5,10,10,10,0.5,18277.21283467606,10,61627.22009046885,263376.81920931506,4961.115424351988,31259.690784544626,OpenAccess
39,0.6,2,10,10,0.5,18277.21283467606,10,65579.9901878032,283581.3710497353,5374.674256402327,34116.14529514433,OpenAccess
39,0.6,5,10,10,0.5,18277.21283467606,10,65767.47850626963,284595.1868168978,5390.529151855649,34230.955247171376,OpenAccess
39,0.6,10,10,10,0.5,18277.21283467606,10,66404.62177113797,288043.2978065227,5446.785920435797,34637.27933324011,OpenAccess
40,0.1,2,10,10,0.5,18277.21283467606,10,47385.57926010348,193658.96940615398,3559.286468121731,21823.215094307834,OpenAccess
40,0.1,5,10,10,0.5,18277.21283467606,10,47529.47663212908,194360.0110469181,3571.3615795976566,21904.039215710378,OpenAccess
40,0.1,10,10,10,0.5,18277.21283467606,10,47806.6600261416,195711.34448836345,3596.130541361011,22069.03804688884,OpenAccess
40,0.2,2,10,10,0.5,18277.21283467606,10,50188.634390993626,206916.81786152403,3827.7891822438514,23594.658052460712,OpenAccess
40,0.2,5,10,10,0.5,18277.21283467606,10,50350.70353302369,207718.87261113495,3841.000141860607,23685.145206572175,OpenAccess
40,0.2,10,10,10,0.5,18277.21283467606,10,50853.25632746724,210215.20294009277,3883.86547312353,23974.446176662055,OpenAccess
40,0.30000000000000004,2,10,10,0.5,18277.21283467606,10,53342.92499037596,222096.22336178715,4134.480991310412,25638.884065967046,OpenAccess
40,0.30000000000000004,5,10,10,0.5,18277.21283467606,10,53480.59182110638,222789.4166006605,4146.2580523950855,25719.96156777418,OpenAccess
40,0.30000000000000004,10,10,10,0.5,18277.21283467606,10,54077.07691002956,225805.87151893787,4195.903001936562,26062.471997559358,OpenAccess
40,0.4,2,10,10,0.5,18277.21283467606,10,56908.815708509435,239589.39179627775,4487.232796838121,28016.687059851334,OpenAccess
